399.40nm,404.39nm,409.38nm,414.37nm,419.37nm,424.38nm,429.38nm,434.40nm,439.41nm,444.43nm,449.45nm,454.48nm,459.51nm,464.54nm,469.58nm,474.62nm,479.67nm,484.72nm,489.77nm,494.83nm,499.89nm,504.95nm,510.02nm,515.10nm,520.17nm,525.25nm,530.34nm,535.43nm,540.52nm,545.61nm,550.71nm,555.82nm,560.93nm,566.04nm,571.15nm,576.27nm,581.40nm,586.52nm,591.65nm,596.79nm,601.93nm,607.07nm,612.22nm,617.37nm,622.52nm,627.68nm,632.84nm,638.00nm,643.17nm,648.35nm,653.53nm,658.71nm,663.89nm,669.08nm,674.27nm,679.47nm,684.67nm,689.87nm,695.08nm,700.29nm,705.51nm,710.73nm,715.95nm,721.18nm,726.41nm,731.65nm,736.89nm,742.13nm,747.38nm,752.63nm,757.88nm,763.14nm,768.40nm,773.67nm,778.94nm,784.21nm,789.49nm,794.77nm,800.06nm,805.35nm,810.64nm,815.94nm,821.24nm,826.55nm,831.85nm,837.17nm,842.48nm,847.80nm,853.13nm,858.46nm,863.79nm,869.12nm,874.46nm,879.81nm,885.16nm,890.51nm,895.86nm,901.22nm,906.58nm,911.95nm,917.32nm,922.70nm,928.07nm,933.46nm,938.84nm,944.23nm,949.63nm,955.03nm,960.43nm,965.83nm,971.24nm,976.66nm,982.07nm,987.49nm,992.92nm,998.35nm,1003.78nm,1009.22nm,1014.66nm,1020.10nm,1025.55nm,1031.00nm,1036.46nm,1041.92nm,1047.38nm,1052.85nm,1058.32nm,1063.79nm
0.95713681,0.977560818,0.935084224,0.95029676,0.871582627,0.830631793,0.727682054,0.590791166,0.456285387,0.349792123,0.288112313,0.235057622,0.191240326,0.162869304,0.136190996,0.11679697,0.101289637,0.0868835,0.074924275,0.066663638,0.060108349,0.054611206,0.051087845,0.047043506,0.045389459,0.043691486,0.042841259,0.042236101,0.042351719,0.042590547,0.042906478,0.044699971,0.047448494,0.050712943,0.054800183,0.058846563,0.065897599,0.07272616,0.080853827,0.088668972,0.097397022,0.10953223,0.120005429,0.134784743,0.145851344,0.15972048,0.178896219,0.202296436,0.224932387,0.244707823,0.261211246,0.283604413,0.307256579,0.322286874,0.344240934,0.365961194,0.382910877,0.406871796,0.433314592,0.454054445,0.47416985,0.495496929,0.508800983,0.517752469,0.530675828,0.552131891,0.578457773,0.594914913,0.607970715,0.61752975,0.619448066,0.610622764,0.608594894,0.618678987,0.632550478,0.631286979,0.626002491,0.62505585,0.61958003,0.599951148,0.58137244,0.572210073,0.566915751,0.557264805,0.555932999,0.551807463,0.546776175,0.543539524,0.547438741,0.551079273,0.554683864,0.553054988,0.551155567,0.553690732,0.557258844,0.557918549,0.550698638,0.544958353,0.538755894,0.531659245,0.529815376,0.527692854,0.522597909,0.515828133,0.509792626,0.509264231,0.513578415,0.517350018,0.511360884,0.506711841,0.499313772,0.488133341,0.478339732,0.462079555,0.444816291,0.423090816,0.40379414,0.391253352,0.382280439,0.381608933,0.385008514,0.391466022,0.40375939,0.41748029,0.437870055,0.459810346,0.476275802,0.505509019
